nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
800037979,5,89.97,-26.169999999999998,-44.34,85.99,-70.7,151.92000000000002,27,120.47000000000001,-93.05,281.61,227.78,13.56,33.33,0,103.23,20.24,0,0,6.976855738098098,62.86025991464057,1,1,1,1,5.83037175166012,Bajo,-1.41,39.86,0,-63.68000000000001,0,3.1300000000000003,0,6.7,0,68346.08499999999,133345.415,0,19.62,0,-163.01000000000002,0,-48.75,0,214.29,0,-94.54,0,-2.55,0,-0.16,0,-1.95,0
800037979,5,89.97,-26.169999999999998,-44.34,85.99,-70.7,151.92000000000002,27,120.47000000000001,-93.05,281.61,227.78,13.56,33.33,0,103.23,20.24,0,0,6.976855738098098,62.86025991464057,1,1,1,1,5.83037175166012,Bajo,-1.41,39.86,0,-63.68000000000001,0,3.1300000000000003,0,6.7,0,53747.95,0,68346.08499999999,0,27.68,0,-14.34,0,-21.36,0,-54.55,0,9.370000000000001,0,-0.75,0,-30.75,0,8.540000000000001
800037979,5,89.97,-26.169999999999998,-44.34,85.99,-70.7,151.92000000000002,27,120.47000000000001,-93.05,281.61,227.78,13.56,33.33,0,103.23,20.24,0,0,6.976855738098098,62.86025991464057,1,1,1,1,5.83037175166012,Bajo,7.470000000000001,0,-17.150000000000002,0,21.740000000000002,0,-1.04,0,-0.25,68346.08499999999,133345.415,0,19.62,0,-163.01000000000002,0,-48.75,0,214.29,0,-94.54,0,-2.55,0,-0.16,0,-1.95,0
800037979,5,89.97,-26.169999999999998,-44.34,85.99,-70.7,151.92000000000002,27,120.47000000000001,-93.05,281.61,227.78,13.56,33.33,0,103.23,20.24,0,0,6.976855738098098,62.86025991464057,1,1,1,1,5.83037175166012,Bajo,7.470000000000001,0,-17.150000000000002,0,21.740000000000002,0,-1.04,0,-0.25,53747.95,0,68346.08499999999,0,27.68,0,-14.34,0,-21.36,0,-54.55,0,9.370000000000001,0,-0.75,0,-30.75,0,8.540000000000001
800044320,5,0,90.67,0,25.3,0,-34.28,0,-20.84,0,-49.76,0,255.56,0,300,0,95.74000000000001,0,0,0,2.6632941526558485,0,1,0,1,11.109686688041869,Bajo,-5.34,-16.34,0,126.57000000000001,0,-5.609999999999999,0,1.7999999999999998,0,0,53172.07,0,23.549999999999997,0,-59.050000000000004,0,-100,0,0,0,0,0,3.8600000000000003,0,-23.25,0,-2.03,0
800044320,5,0,90.67,0,25.3,0,-34.28,0,-20.84,0,-49.76,0,255.56,0,300,0,95.74000000000001,0,0,0,2.6632941526558485,0,1,0,1,11.109686688041869,Bajo,-5.34,-16.34,0,126.57000000000001,0,-5.609999999999999,0,1.7999999999999998,0,67373.67,0,0,0,12.030000000000001,0,-925.3399999999999,0,0,0,0,0,27.500000000000004,0,-1.79,0,-36.74,0,7.6
800044320,5,0,90.67,0,25.3,0,-34.28,0,-20.84,0,-49.76,0,255.56,0,300,0,95.74000000000001,0,0,0,2.6632941526558485,0,1,0,1,11.109686688041869,Bajo,-4.34,0,-44.34,0,-51.64,0,1.44,0,2.97,0,53172.07,0,23.549999999999997,0,-59.050000000000004,0,-100,0,0,0,0,0,3.8600000000000003,0,-23.25,0,-2.03,0
800044320,5,0,90.67,0,25.3,0,-34.28,0,-20.84,0,-49.76,0,255.56,0,300,0,95.74000000000001,0,0,0,2.6632941526558485,0,1,0,1,11.109686688041869,Bajo,-4.34,0,-44.34,0,-51.64,0,1.44,0,2.97,67373.67,0,0,0,12.030000000000001,0,-925.3399999999999,0,0,0,0,0,27.500000000000004,0,-1.79,0,-36.74,0,7.6
800044967,5,1486.49,634.07,107.74,299.78,-86.91,-45.540000000000006,-93.81,-17.79,-64.56,-43.120000000000005,575,214.81,-25,66.67,790.91,125.51,0,0,-43.84389035155646,-69.27953358182447,0,1,0,1,4.790162495986427,Bajo,-3.61,-5.7700000000000005,0,-21.81,0,0.8,0,3.8699999999999997,0,42.985,121.635,0,21.279999999999998,0,-43352.86,0,-64.66,0,0,0,2506.23,0,-0.1,0,4.07,0,-4.35,0
800044967,5,1486.49,634.07,107.74,299.78,-86.91,-45.540000000000006,-93.81,-17.79,-64.56,-43.120000000000005,575,214.81,-25,66.67,790.91,125.51,0,0,-43.84389035155646,-69.27953358182447,0,1,0,1,4.790162495986427,Bajo,-3.61,-5.7700000000000005,0,-21.81,0,0.8,0,3.8699999999999997,0,129.075,0,42.985,0,7.51,0,-329.17,0,200.28,0,0,0,0,0,-1.09,0,1.73,0,0.44999999999999996
800044967,5,1486.49,634.07,107.74,299.78,-86.91,-45.540000000000006,-93.81,-17.79,-64.56,-43.120000000000005,575,214.81,-25,66.67,790.91,125.51,0,0,-43.84389035155646,-69.27953358182447,0,1,0,1,4.790162495986427,Bajo,-0.91,0,-11.35,0,61.49,0,-0.22,0,1.13,42.985,121.635,0,21.279999999999998,0,-43352.86,0,-64.66,0,0,0,2506.23,0,-0.1,0,4.07,0,-4.35,0
800044967,5,1486.49,634.07,107.74,299.78,-86.91,-45.540000000000006,-93.81,-17.79,-64.56,-43.120000000000005,575,214.81,-25,66.67,790.91,125.51,0,0,-43.84389035155646,-69.27953358182447,0,1,0,1,4.790162495986427,Bajo,-0.91,0,-11.35,0,61.49,0,-0.22,0,1.13,129.075,0,42.985,0,7.51,0,-329.17,0,200.28,0,0,0,0,0,-1.09,0,1.73,0,0.44999999999999996
800058016,5,30.18,-12.590000000000002,48.82,9.32,14.32,25.06,-15.76,25.91,32.18,72.39999999999999,70,0,33.33,0,-1.39,-3.51,0,0,-24.251427429484995,10.384053013535087,1,1,1,1,3.545100799735039,Bajo,-3.1300000000000003,37.36,0,342.76,0,0.33999999999999997,0,4.36,0,21.895,0,0,-0.47000000000000003,0,-828.98,0,0,0,33.33,0,-29.270000000000003,0,-2.64,0,1.26,0,1.11,0
800058016,5,30.18,-12.590000000000002,48.82,9.32,14.32,25.06,-15.76,25.91,32.18,72.39999999999999,70,0,33.33,0,-1.39,-3.51,0,0,-24.251427429484995,10.384053013535087,1,1,1,1,3.545100799735039,Bajo,-3.1300000000000003,37.36,0,342.76,0,0.33999999999999997,0,4.36,0,0,0,21.895,0,15.21,0,-442.67,0,-100,0,100,0,0,0,0.89,0,0.6,0,4.52
800058016,5,30.18,-12.590000000000002,48.82,9.32,14.32,25.06,-15.76,25.91,32.18,72.39999999999999,70,0,33.33,0,-1.39,-3.51,0,0,-24.251427429484995,10.384053013535087,1,1,1,1,3.545100799735039,Bajo,-2.8899999999999997,0,8.93,0,-39,0,0.26,0,1.9800000000000002,21.895,0,0,-0.47000000000000003,0,-828.98,0,0,0,33.33,0,-29.270000000000003,0,-2.64,0,1.26,0,1.11,0
800058016,5,30.18,-12.590000000000002,48.82,9.32,14.32,25.06,-15.76,25.91,32.18,72.39999999999999,70,0,33.33,0,-1.39,-3.51,0,0,-24.251427429484995,10.384053013535087,1,1,1,1,3.545100799735039,Bajo,-2.8899999999999997,0,8.93,0,-39,0,0.26,0,1.9800000000000002,0,0,21.895,0,15.21,0,-442.67,0,-100,0,100,0,0,0,0.89,0,0.6,0,4.52
800064543,6,0,-28.860000000000003,0,-12.030000000000001,0,23.65,0,74.68,0,-10.08,0,3.2300000000000004,0,0,0,-15.340000000000002,0,0,0,18.997854823747673,0,0,0,1,8.198092876780885,Bajo,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
800064543,6,0,-28.860000000000003,0,-12.030000000000001,0,23.65,0,74.68,0,-10.08,0,3.2300000000000004,0,0,0,-15.340000000000002,0,0,0,18.997854823747673,0,0,0,1,8.198092876780885,Bajo,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
800064543,6,0,-28.860000000000003,0,-12.030000000000001,0,23.65,0,74.68,0,-10.08,0,3.2300000000000004,0,0,0,-15.340000000000002,0,0,0,18.997854823747673,0,0,0,1,8.198092876780885,Bajo,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
800064543,6,0,-28.860000000000003,0,-12.030000000000001,0,23.65,0,74.68,0,-10.08,0,3.2300000000000004,0,0,0,-15.340000000000002,0,0,0,18.997854823747673,0,0,0,1,8.198092876780885,Bajo,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
800065395,5,0,31.31,0,39.71,0,6.4,0,3.2199999999999998,0,42.76,0,26.19,0,0,0,32.05,0,1,0,0.5657450497308147,0,0,0,0,10.663615991941214,Bajo,-5.38,9.92,0,-90.69,0,-3.55,0,5.64,0,0,730594.335,0,-33.17,0,107.80000000000001,0,-100,0,-60,0,0,0,-5.46,0,-29.32,0,3.74,0
800065395,5,0,31.31,0,39.71,0,6.4,0,3.2199999999999998,0,42.76,0,26.19,0,0,0,32.05,0,1,0,0.5657450497308147,0,0,0,0,10.663615991941214,Bajo,-5.38,9.92,0,-90.69,0,-3.55,0,5.64,0,78199.095,0,0,0,27.71,0,-149.97,0,0,0,0,0,18.48,0,1.8399999999999999,0,-22.86,0,1.9300000000000002
800065395,5,0,31.31,0,39.71,0,6.4,0,3.2199999999999998,0,42.76,0,26.19,0,0,0,32.05,0,1,0,0.5657450497308147,0,0,0,0,10.663615991941214,Bajo,4.55,0,-57.14,0,-72.52,0,-7.000000000000001,0,-2.65,0,730594.335,0,-33.17,0,107.80000000000001,0,-100,0,-60,0,0,0,-5.46,0,-29.32,0,3.74,0
800065395,5,0,31.31,0,39.71,0,6.4,0,3.2199999999999998,0,42.76,0,26.19,0,0,0,32.05,0,1,0,0.5657450497308147,0,0,0,0,10.663615991941214,Bajo,4.55,0,-57.14,0,-72.52,0,-7.000000000000001,0,-2.65,78199.095,0,0,0,27.71,0,-149.97,0,0,0,0,0,18.48,0,1.8399999999999999,0,-22.86,0,1.9300000000000002
800068653,5,83.17,-0.54,-3.38,-47.260000000000005,-47.25,-46.97,-61.309999999999995,-11.07,-27.22,-81.08,300,-18.18,0,-25,47.83,-29.409999999999997,1,0,-19.294947121034077,-29.02813299232737,0,1,0,1,20.375401013436104,Medio,-7.33,-53.339999999999996,0,-5.6000000000000005,0,-0.74,0,6.9,0,53749.145000000004,240517.865,0,4.78,0,14.37,0,-77.64999999999999,0,100,0,0,0,-1.8399999999999999,0,-23.200000000000003,0,-7.55,0
800068653,5,83.17,-0.54,-3.38,-47.260000000000005,-47.25,-46.97,-61.309999999999995,-11.07,-27.22,-81.08,300,-18.18,0,-25,47.83,-29.409999999999997,1,0,-19.294947121034077,-29.02813299232737,0,1,0,1,20.375401013436104,Medio,-7.33,-53.339999999999996,0,-5.6000000000000005,0,-0.74,0,6.9,0,197537.445,0,53749.145000000004,0,23.13,0,-19.09,0,267.52,0,-50,0,7.359999999999999,0,-2.03,0,-13.089999999999998,0,1.71
800068653,5,83.17,-0.54,-3.38,-47.260000000000005,-47.25,-46.97,-61.309999999999995,-11.07,-27.22,-81.08,300,-18.18,0,-25,47.83,-29.409999999999997,1,0,-19.294947121034077,-29.02813299232737,0,1,0,1,20.375401013436104,Medio,-1.39,0,-76.79,0,42.57,0,-7.000000000000001,0,-2.7,53749.145000000004,240517.865,0,4.78,0,14.37,0,-77.64999999999999,0,100,0,0,0,-1.8399999999999999,0,-23.200000000000003,0,-7.55,0
800068653,5,83.17,-0.54,-3.38,-47.260000000000005,-47.25,-46.97,-61.309999999999995,-11.07,-27.22,-81.08,300,-18.18,0,-25,47.83,-29.409999999999997,1,0,-19.294947121034077,-29.02813299232737,0,1,0,1,20.375401013436104,Medio,-1.39,0,-76.79,0,42.57,0,-7.000000000000001,0,-2.7,197537.445,0,53749.145000000004,0,23.13,0,-19.09,0,267.52,0,-50,0,7.359999999999999,0,-2.03,0,-13.089999999999998,0,1.71
800080586,4,39.43,21.04,32.87,31.28,-4.7,8.459999999999999,47.42,-13.850000000000001,-14.180000000000001,-2.97,8.82,-24.32,0,0,38.78,-15.2,1,1,-0.47095761381475976,-29.937694704049832,0,0,0,0,4.872378582342431,Bajo,-0.04,143.72,0,111.92,0,-6.34,0,2.9000000000000004,0,186311.28999999998,58745.825000000004,0,47.13,0,-140.97,0,217.15,0,150,0,0,0,-6.279999999999999,0,7.76,0,4.6899999999999995,0
800080586,4,39.43,21.04,32.87,31.28,-4.7,8.459999999999999,47.42,-13.850000000000001,-14.180000000000001,-2.97,8.82,-24.32,0,0,38.78,-15.2,1,1,-0.47095761381475976,-29.937694704049832,0,0,0,0,4.872378582342431,Bajo,-0.04,143.72,0,111.92,0,-6.34,0,2.9000000000000004,0,134724.95,0,186311.28999999998,0,20.95,0,-267.2,0,-27.689999999999998,0,0,0,-8.75,0,-3.1199999999999997,0,-27.3,0,8.63
800080586,4,39.43,21.04,32.87,31.28,-4.7,8.459999999999999,47.42,-13.850000000000001,-14.180000000000001,-2.97,8.82,-24.32,0,0,38.78,-15.2,1,1,-0.47095761381475976,-29.937694704049832,0,0,0,0,4.872378582342431,Bajo,3.29,0,-16.48,0,-16.189999999999998,0,-2.75,0,-0.25,186311.28999999998,58745.825000000004,0,47.13,0,-140.97,0,217.15,0,150,0,0,0,-6.279999999999999,0,7.76,0,4.6899999999999995,0
800080586,4,39.43,21.04,32.87,31.28,-4.7,8.459999999999999,47.42,-13.850000000000001,-14.180000000000001,-2.97,8.82,-24.32,0,0,38.78,-15.2,1,1,-0.47095761381475976,-29.937694704049832,0,0,0,0,4.872378582342431,Bajo,3.29,0,-16.48,0,-16.189999999999998,0,-2.75,0,-0.25,134724.95,0,186311.28999999998,0,20.95,0,-267.2,0,-27.689999999999998,0,0,0,-8.75,0,-3.1199999999999997,0,-27.3,0,8.63
800084206,5,321.5,-24.79,79.74,20.93,-57.36,60.79,-19.05,74.86,-55.510000000000005,45.65,94.12,10.61,25,-20,196.32,-12.7,0,0,-29.69969407504528,16.078942797429296,1,1,1,1,7.3977746835541565,Bajo,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
800084206,5,321.5,-24.79,79.74,20.93,-57.36,60.79,-19.05,74.86,-55.510000000000005,45.65,94.12,10.61,25,-20,196.32,-12.7,0,0,-29.69969407504528,16.078942797429296,1,1,1,1,7.3977746835541565,Bajo,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
800084206,5,321.5,-24.79,79.74,20.93,-57.36,60.79,-19.05,74.86,-55.510000000000005,45.65,94.12,10.61,25,-20,196.32,-12.7,0,0,-29.69969407504528,16.078942797429296,1,1,1,1,7.3977746835541565,Bajo,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
800084206,5,321.5,-24.79,79.74,20.93,-57.36,60.79,-19.05,74.86,-55.510000000000005,45.65,94.12,10.61,25,-20,196.32,-12.7,0,0,-29.69969407504528,16.078942797429296,1,1,1,1,7.3977746835541565,Bajo,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
800084362,5,93.10000000000001,18.25,-24.86,56.720000000000006,-61.09,32.54,-42.51,22.52,-86.13,38.46,161.54,117.65,0,0,30.64,22.45,1,0,-32.34584608143092,3.5528371610091147,1,1,1,1,5.383060229353565,Bajo,-3.9,-68.12,0,131.54,0,0.24,0,5.09,0,0,41141.47,0,16.91,0,1304.75,0,-100,0,100,0,0,0,-4.29,0,-4.78,0,21.09,0
800084362,5,93.10000000000001,18.25,-24.86,56.720000000000006,-61.09,32.54,-42.51,22.52,-86.13,38.46,161.54,117.65,0,0,30.64,22.45,1,0,-32.34584608143092,3.5528371610091147,1,1,1,1,5.383060229353565,Bajo,-3.9,-68.12,0,131.54,0,0.24,0,5.09,0,32866.46,0,0,0,21.43,0,-123.67999999999999,0,0,0,-42.86,0,15.58,0,2,0,-1.4200000000000002,0,5.2299999999999995
800084362,5,93.10000000000001,18.25,-24.86,56.720000000000006,-61.09,32.54,-42.51,22.52,-86.13,38.46,161.54,117.65,0,0,30.64,22.45,1,0,-32.34584608143092,3.5528371610091147,1,1,1,1,5.383060229353565,Bajo,20.89,0,37.5,0,-8.38,0,1.44,0,0.43,0,41141.47,0,16.91,0,1304.75,0,-100,0,100,0,0,0,-4.29,0,-4.78,0,21.09,0
800084362,5,93.10000000000001,18.25,-24.86,56.720000000000006,-61.09,32.54,-42.51,22.52,-86.13,38.46,161.54,117.65,0,0,30.64,22.45,1,0,-32.34584608143092,3.5528371610091147,1,1,1,1,5.383060229353565,Bajo,20.89,0,37.5,0,-8.38,0,1.44,0,0.43,32866.46,0,0,0,21.43,0,-123.67999999999999,0,0,0,-42.86,0,15.58,0,2,0,-1.4200000000000002,0,5.2299999999999995
800099860,6,2.0500000000000003,-19.74,83.87,19.09,80.17,48.39,56.56,110.00000000000001,86.3,19.72,163.32999999999998,-16.46,-40,33.33,12.809999999999999,-21.12,0,0,10.541179196107976,-1.7110747760403777,1,1,1,1,6.849103919875307,Bajo,-5.35,17.75,0,-46.739999999999995,0,2.7199999999999998,0,6.68,0,11534.265,57146.39,0,3.49,0,-68.23,0,-79.82000000000001,0,66.67,0,0,0,-1.49,0,-14.26,0,5.6000000000000005,0
800099860,6,2.0500000000000003,-19.74,83.87,19.09,80.17,48.39,56.56,110.00000000000001,86.3,19.72,163.32999999999998,-16.46,-40,33.33,12.809999999999999,-21.12,0,0,10.541179196107976,-1.7110747760403777,1,1,1,1,6.849103919875307,Bajo,-5.35,17.75,0,-46.739999999999995,0,2.7199999999999998,0,6.68,0,45742.14,0,11534.265,0,53.22,0,-481.29,0,296.58000000000004,0,0,0,10.299999999999999,0,4.52,0,-15.770000000000001,0,5.4399999999999995
800099860,6,2.0500000000000003,-19.74,83.87,19.09,80.17,48.39,56.56,110.00000000000001,86.3,19.72,163.32999999999998,-16.46,-40,33.33,12.809999999999999,-21.12,0,0,10.541179196107976,-1.7110747760403777,1,1,1,1,6.849103919875307,Bajo,11.65,0,52.14,0,261.22,0,2.34,0,1.37,11534.265,57146.39,0,3.49,0,-68.23,0,-79.82000000000001,0,66.67,0,0,0,-1.49,0,-14.26,0,5.6000000000000005,0
800099860,6,2.0500000000000003,-19.74,83.87,19.09,80.17,48.39,56.56,110.00000000000001,86.3,19.72,163.32999999999998,-16.46,-40,33.33,12.809999999999999,-21.12,0,0,10.541179196107976,-1.7110747760403777,1,1,1,1,6.849103919875307,Bajo,11.65,0,52.14,0,261.22,0,2.34,0,1.37,45742.14,0,11534.265,0,53.22,0,-481.29,0,296.58000000000004,0,0,0,10.299999999999999,0,4.52,0,-15.770000000000001,0,5.4399999999999995
800101022,4,29100,145.21,49578.92,133.87,70.13000000000001,-4.62,-20.830000000000002,5.26,0,-23.49,3100,46.88,300,0,14500,68.49,1,1,-50,-31.28491620111731,0,0,0,0,5.161443973988058,Bajo,-0.4,-25.419999999999998,0,157.21,0,-6.58,0,1.94,0,569694.4450000001,530563.4199999999,0,-43.36,0,-91.31,0,7.380000000000001,0,50,0,-99.99,0,-12.479999999999999,0,-1.39,0,18.18,0
800101022,4,29100,145.21,49578.92,133.87,70.13000000000001,-4.62,-20.830000000000002,5.26,0,-23.49,3100,46.88,300,0,14500,68.49,1,1,-50,-31.28491620111731,0,0,0,0,5.161443973988058,Bajo,-0.4,-25.419999999999998,0,157.21,0,-6.58,0,1.94,0,817800.185,0,569694.4450000001,0,47.22,0,499.44,0,43.55,0,-11.110000000000001,0,-8.94,0,-0.5499999999999999,0,-23.66,0,5.36
800101022,4,29100,145.21,49578.92,133.87,70.13000000000001,-4.62,-20.830000000000002,5.26,0,-23.49,3100,46.88,300,0,14500,68.49,1,1,-50,-31.28491620111731,0,0,0,0,5.161443973988058,Bajo,7.88,0,-44.59,0,-43.93,0,0.6799999999999999,0,-1.18,569694.4450000001,530563.4199999999,0,-43.36,0,-91.31,0,7.380000000000001,0,50,0,-99.99,0,-12.479999999999999,0,-1.39,0,18.18,0
800101022,4,29100,145.21,49578.92,133.87,70.13000000000001,-4.62,-20.830000000000002,5.26,0,-23.49,3100,46.88,300,0,14500,68.49,1,1,-50,-31.28491620111731,0,0,0,0,5.161443973988058,Bajo,7.88,0,-44.59,0,-43.93,0,0.6799999999999999,0,-1.18,817800.185,0,569694.4450000001,0,47.22,0,499.44,0,43.55,0,-11.110000000000001,0,-8.94,0,-0.5499999999999999,0,-23.66,0,5.36
800114286,5,7500,11.84,5355.99,27.74,-28.21,14.21,-47.760000000000005,-18.65,0,106.79,1500,-6.25,200,33.33,4900,6,1,1,-34.210526315789465,-5.223529411764716,0,0,0,0,14.429101588560457,Bajo,2.3,28.79,0,-26.919999999999998,0,-6.12,0,1.31,0,1810.3600000000001,141306.465,0,-3.3300000000000005,0,-147.77,0,-98.72,0,0,0,0,0,-3.18,0,-22.48,0,5.99,0
800114286,5,7500,11.84,5355.99,27.74,-28.21,14.21,-47.760000000000005,-18.65,0,106.79,1500,-6.25,200,33.33,4900,6,1,1,-34.210526315789465,-5.223529411764716,0,0,0,0,14.429101588560457,Bajo,2.3,28.79,0,-26.919999999999998,0,-6.12,0,1.31,0,235861.98,0,1810.3600000000001,0,59.940000000000005,0,-645.47,0,12928.460000000001,0,0,0,29.37,0,8.33,0,-17.93,0,2.85
800114286,5,7500,11.84,5355.99,27.74,-28.21,14.21,-47.760000000000005,-18.65,0,106.79,1500,-6.25,200,33.33,4900,6,1,1,-34.210526315789465,-5.223529411764716,0,0,0,0,14.429101588560457,Bajo,-7.68,0,-29.79,0,65.96,0,2.5700000000000003,0,1.08,1810.3600000000001,141306.465,0,-3.3300000000000005,0,-147.77,0,-98.72,0,0,0,0,0,-3.18,0,-22.48,0,5.99,0
800114286,5,7500,11.84,5355.99,27.74,-28.21,14.21,-47.760000000000005,-18.65,0,106.79,1500,-6.25,200,33.33,4900,6,1,1,-34.210526315789465,-5.223529411764716,0,0,0,0,14.429101588560457,Bajo,-7.68,0,-29.79,0,65.96,0,2.5700000000000003,0,1.08,235861.98,0,1810.3600000000001,0,59.940000000000005,0,-645.47,0,12928.460000000001,0,0,0,29.37,0,8.33,0,-17.93,0,2.85
800116719,5,399.05,-41.410000000000004,404.18,1.8399999999999999,1.03,73.82,-39.21,81.56,94.25,115.38,3600,-1.35,150,0,99.28,-18.77,0,0,-60.067823603712455,38.642270017286194,1,1,1,1,7.615145169513173,Bajo,-3.04,-45.45,0,149.62,0,-1.96,0,4.77,0,18963.075,34044.255,0,6.2,0,-90.34,0,-44.3,0,100,0,0,0,-0.6,0,0.88,0,0.54,0
800116719,5,399.05,-41.410000000000004,404.18,1.8399999999999999,1.03,73.82,-39.21,81.56,94.25,115.38,3600,-1.35,150,0,99.28,-18.77,0,0,-60.067823603712455,38.642270017286194,1,1,1,1,7.615145169513173,Bajo,-3.04,-45.45,0,149.62,0,-1.96,0,4.77,0,60923.58,0,18963.075,0,20.36,0,173.3,0,221.26999999999998,0,0,0,8.17,0,0.5499999999999999,0,-26.47,0,-1.3599999999999999
800116719,5,399.05,-41.410000000000004,404.18,1.8399999999999999,1.03,73.82,-39.21,81.56,94.25,115.38,3600,-1.35,150,0,99.28,-18.77,0,0,-60.067823603712455,38.642270017286194,1,1,1,1,7.615145169513173,Bajo,1.05,0,-0.58,0,-46.18,0,-1.27,0,-1.3599999999999999,18963.075,34044.255,0,6.2,0,-90.34,0,-44.3,0,100,0,0,0,-0.6,0,0.88,0,0.54,0
800116719,5,399.05,-41.410000000000004,404.18,1.8399999999999999,1.03,73.82,-39.21,81.56,94.25,115.38,3600,-1.35,150,0,99.28,-18.77,0,0,-60.067823603712455,38.642270017286194,1,1,1,1,7.615145169513173,Bajo,1.05,0,-0.58,0,-46.18,0,-1.27,0,-1.3599999999999999,60923.58,0,18963.075,0,20.36,0,173.3,0,221.26999999999998,0,0,0,8.17,0,0.5499999999999999,0,-26.47,0,-1.3599999999999999
800119945,5,133.19,23.36,111.35,278.45,-9.370000000000001,206.79,-21.740000000000002,32.86,-24.59,2904.12,500,0,100,0,81.2,6.13,1,0,-22.29708653066317,-13.963938818800958,0,0,0,0,17.717244349850866,Medio,-0.47000000000000003,-1.9,0,-83.45,0,-0.35000000000000003,0,7.090000000000001,0,1690.21,76827.005,0,-9.48,0,-236.10000000000002,0,-97.8,0,50,0,-71.46000000000001,0,1.6500000000000001,0,-8.219999999999999,0,3.52,0
800119945,5,133.19,23.36,111.35,278.45,-9.370000000000001,206.79,-21.740000000000002,32.86,-24.59,2904.12,500,0,100,0,81.2,6.13,1,0,-22.29708653066317,-13.963938818800958,0,0,0,0,17.717244349850866,Medio,-0.47000000000000003,-1.9,0,-83.45,0,-0.35000000000000003,0,7.090000000000001,0,76623.785,0,1690.21,0,30.86,0,1402.6,0,4433.39,0,33.33,0,3.19,0,-0.38999999999999996,0,-31.009999999999998,0,9.09
800119945,5,133.19,23.36,111.35,278.45,-9.370000000000001,206.79,-21.740000000000002,32.86,-24.59,2904.12,500,0,100,0,81.2,6.13,1,0,-22.29708653066317,-13.963938818800958,0,0,0,0,17.717244349850866,Medio,-2.02,0,6.859999999999999,0,225,0,-0.22,0,-0.6799999999999999,1690.21,76827.005,0,-9.48,0,-236.10000000000002,0,-97.8,0,50,0,-71.46000000000001,0,1.6500000000000001,0,-8.219999999999999,0,3.52,0
